staff_index,staff_name,openalex_author_id_short,openalex_author_id_full,author_display_name,author_match_score,author_match_confidence,work_id,title,publication_year,publication_date,raw_author_name,author_position,is_corresponding,paper_confidence,paper_confidence_score,paper_confidence_reasons,paper_has_oxford_affiliation,paper_affiliation_score,paper_time_score,paper_name_score,doi,work_type,cited_by_count,language,is_oa,oa_status,oa_url,landing_page_url,pdf_url,source_id,source_name,source_type,source_is_oa,source_issn_l,volume,issue,first_page,last_page,institutions_distinct_count,countries_distinct_count,topics_json,primary_topic_json,snapshot_source
358,Rima Mustafa,A5047193909,https://openalex.org/A5047193909,Rima Mustafa,0.9,high,local:423babcd0775c21f,Phenome-wide association study on miRNA-related sequence variants: the UK Biobank.,2023.0,2023-01-01,Rima Mustafa,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1570265,,,Hum Genomics,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
360,Manisha Nair,A5006994700,https://openalex.org/A5006994700,Manisha Nair,0.9,high,local:9f2f4d690229cd20,Facilitators and barriers to implementing and sustaining facility-based stillbirth reviews in India: a qualitative study.,2025.0,2025-01-01,Manisha Nair,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2277400,,,BMC Pregnancy Childbirth,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
360,Manisha Nair,A5006994700,https://openalex.org/A5006994700,Manisha Nair,0.9,high,local:84d690fecba91626,Maternal Anaemia and Congenital Heart Disease in Offspring: A Case-Control Study Using Linked Electronic Health Records in the United Kingdom.,2025.0,2025-01-01,Manisha Nair,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2094892,,,BJOG,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
360,Manisha Nair,A5006994700,https://openalex.org/A5006994700,Manisha Nair,0.9,high,local:e88750e103c1e623,Response to Letter to the Editor Re: Does induction or augmentation of labor increase the risk of postpartum hemorrhage in pregnant women with anemia? A multicenter prospective cohort study in India.,2025.0,2025-01-01,Manisha Nair,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2102183,,,Int J Gynaecol Obstet,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
360,Manisha Nair,A5006994700,https://openalex.org/A5006994700,Manisha Nair,0.9,high,local:3f2a43c8a9179c2a,Maternal anaemia during pregnancy is associated with an increase in the risk of offspring congenital heart disease: a case-control study using linked electronic health records in England,2024.0,2024-01-01,Manisha Nair,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Preprint,0,,,,,https://www.ndph.ox.ac.uk/publications/2068893,,,,Preprint,,,,,,,1,1,[],{},staff_recent_publications_json
360,Manisha Nair,A5006994700,https://openalex.org/A5006994700,Manisha Nair,0.9,high,local:f2ea4935c96fec8c,Risk factors for labour induction and augmentation: a multicentre prospective cohort study in India.,2024.0,2024-01-01,Manisha Nair,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1992973,,,Lancet Reg Health Southeast Asia,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
361,Mariko Nakahara,A5020279774,https://openalex.org/A5020279774,Mariko Nakahara,0.72,medium,local:d7ebf25cf6f5ea74,Characteristics and outcomes of neonates hospitalised with SARS-CoV-2 infection in the UK by variant: a prospective national cohort study.,2024.0,2024-01-01,Mariko Nakahara,,,medium,0.7,Bundled staff-profile publication; person-level match is credible but paper-level OpenAlex affiliation evidence is not available in the snapshot cache.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1560133,,,Arch Dis Child Fetal Neonatal Ed,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
365,Thomas Nichols,A5056453682,https://openalex.org/A5056453682,Thomas Nichols,0.9,high,local:89ccc159ea98cc09,"Alcohol Use and Risk of Dementia in Diverse Populations: Evidence from Cohort, Case-control and Mendelian randomization Approaches",2025.0,2025-01-01,Thomas Nichols,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2267310,,,BMJ Evidence-Based Medicine,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
365,Thomas Nichols,A5056453682,https://openalex.org/A5056453682,Thomas Nichols,0.9,high,local:8778ada74f1e9f06,AI-driven reclassification of multiple sclerosis progression.,2025.0,2025-01-01,Thomas Nichols,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2283231,,,Nat Med,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
365,Thomas Nichols,A5056453682,https://openalex.org/A5056453682,Thomas Nichols,0.9,high,local:66f96e5b787f872e,"Risk and protective factors of healthy cognitive
 ageing across diverse global cohorts and causal
 effect of education",,,Thomas Nichols,,,medium,0.7,Bundled staff-profile publication; person-level match is credible but paper-level OpenAlex affiliation evidence is not available in the snapshot cache.,,,,,,Risk and protective factors of healthy cognitive,0,,,,,https://www.ndph.ox.ac.uk/publications/2268905,,,,Risk and protective factors of healthy cognitive,,,,,,,1,1,[],{},staff_recent_publications_json
365,Thomas Nichols,A5056453682,https://openalex.org/A5056453682,Thomas Nichols,0.9,high,local:b1a3433187c7bb35,Brain Perfusion Imaging of a Large Population: Arterial Spin Labelling MRI in UK Biobank,2025.0,2025-01-01,Thomas Nichols,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Preprint,0,,,,,https://www.ndph.ox.ac.uk/publications/2250724,,,,Preprint,,,,,,,1,1,[],{},staff_recent_publications_json
365,Thomas Nichols,A5056453682,https://openalex.org/A5056453682,Thomas Nichols,0.9,high,local:e004263eb13d8036,Longer scans boost prediction and cut costs in brain-wide association studies.,2025.0,2025-01-01,Thomas Nichols,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2247085,,,Nature,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
369,Rebecca Njuguna,A5049402932,https://openalex.org/A5049402932,Rebecca Njuguna,0.9,high,local:0a9e0a56fed74d59,Does the Risk Premium Differ Between Women Engaging in Commercial and Transactional Sex? Evidence From Urban Cameroon.,2025.0,2025-01-01,Rebecca Njuguna,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2130170,,,Health Econ,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
369,Rebecca Njuguna,A5049402932,https://openalex.org/A5049402932,Rebecca Njuguna,0.9,high,local:96e40549f36a8050,Catastrophic expenditure associated with childhood hospitalisation for acute illness in Kenya and Uganda: a cross-sectional study.,2025.0,2025-01-01,Rebecca Njuguna,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2079610,,,BMJ Public Health,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
369,Rebecca Njuguna,A5049402932,https://openalex.org/A5049402932,Rebecca Njuguna,0.9,high,local:fb97306dc3326940,Examining the influence of health sector coordination on the efficiency of county health systems in Kenya.,2023.0,2023-01-01,Rebecca Njuguna,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1337423,,,BMC Health Serv Res,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
369,Rebecca Njuguna,A5049402932,https://openalex.org/A5049402932,Rebecca Njuguna,0.9,high,local:695db6867a07667b,Examining the influence of budget execution processes on the efficiency of county health systems in Kenya.,2023.0,2023-01-01,Rebecca Njuguna,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1305145,,,Health Policy Plan,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
369,Rebecca Njuguna,A5049402932,https://openalex.org/A5049402932,Rebecca Njuguna,0.9,high,local:25ba538967b5cba1,Correction to: Examining the influence of budget execution processes on the efficiency of county health systems in Kenya.,2023.0,2023-01-01,Rebecca Njuguna,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1329355,,,Health Policy Plan,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
370,Maria Nowicka,A5043366249,https://openalex.org/A5043366249,Maria Nowicka,0.9,high,local:f1a33d79479f1c44,Differential impact of self and environmental antigens on the ontogeny and maintenance of CD4+ T cell memory.,2019.0,2019-01-01,Maria Nowicka,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1079911,,,Elife,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
371,Georgios Ntentas,A5022064712,https://openalex.org/A5022064712,Georgios Ntentas,0.9,high,local:fd09d094a7efa726,"Estimated Doses to the Heart, Lungs and Oesophagus and Risks From Typical UK Radiotherapy for Early Breast Cancer During 2015-2023.",2024.0,2024-01-01,Georgios Ntentas,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1995633,,,Clin Oncol (R Coll Radiol),Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
371,Georgios Ntentas,A5022064712,https://openalex.org/A5022064712,Georgios Ntentas,0.9,high,local:1c72c6b1bb1a3b31,Individualised Estimation of Quality-adjusted Survival Benefit and Cost-effectiveness of Proton Beam Therapy in Intermediate-stage Hodgkin Lymphoma.,2023.0,2023-01-01,Georgios Ntentas,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1324945,,,Clin Oncol (R Coll Radiol),Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
371,Georgios Ntentas,A5022064712,https://openalex.org/A5022064712,Georgios Ntentas,0.9,high,local:12a3a5f63dd5c194,Proton Therapy in Supradiaphragmatic Lymphoma: Predicting Treatment-Related Mortality to Help Optimize Patient Selection.,2022.0,2022-01-01,Georgios Ntentas,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1210112,,,Int J Radiat Oncol Biol Phys,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
371,Georgios Ntentas,A5022064712,https://openalex.org/A5022064712,Georgios Ntentas,0.9,high,local:ef165b36f28549c8,Informing radiotherapy decisions in stage I/IIa Hodgkin lymphoma: modeling life expectancy using radiation dosimetry.,2022.0,2022-01-01,Georgios Ntentas,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1222679,,,Blood Adv,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
371,Georgios Ntentas,A5022064712,https://openalex.org/A5022064712,Georgios Ntentas,0.9,high,local:fd6beb2c46f8713d,Predicted Risks of Cardiovascular Disease Following Chemotherapy and Radiotherapy in the UK NCRI RAPID Trial of Positron Emission Tomography-Directed Therapy for Early-Stage Hodgkin Lymphoma.,2021.0,2021-01-01,Georgios Ntentas,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1191481,,,J Clin Oncol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
372,Michelle Nunn,A5029521639,https://openalex.org/A5029521639,Michelle Nunn,0.72,medium,local:caf519acbc3b4d11,"Clinical trial results in context: comparison of baseline characteristics and outcomes of 38,510 RECOVERY trial participants versus a reference population of 346,271 people hospitalised with COVID-19 in England.",2024.0,2024-01-01,Michelle Nunn,,,medium,0.7,Bundled staff-profile publication; person-level match is credible but paper-level OpenAlex affiliation evidence is not available in the snapshot cache.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2010200,,,Trials,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
372,Michelle Nunn,A5029521639,https://openalex.org/A5029521639,Michelle Nunn,0.72,medium,local:430e2d7c40a71531,Mission Impossible! Retaining old randomised clinical trial data: the ISIS-2 Legacy Database experience,2022.0,2022-01-01,Michelle Nunn,,,medium,0.7,Bundled staff-profile publication; person-level match is credible but paper-level OpenAlex affiliation evidence is not available in the snapshot cache.,,,,,,Poster,0,,,,,https://www.ndph.ox.ac.uk/publications/1327409,,,,Poster,,,,,,,1,1,[],{},staff_recent_publications_json
372,Michelle Nunn,A5029521639,https://openalex.org/A5029521639,Michelle Nunn,0.72,medium,local:166a1c7f22a863e5,Weight loss in a cardiovascular trial population identifies people at future risk of dementia.,2022.0,2022-01-01,Michelle Nunn,,,medium,0.7,Bundled staff-profile publication; person-level match is credible but paper-level OpenAlex affiliation evidence is not available in the snapshot cache.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1277885,,,Alzheimers Dement (Amst),Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
373,Chidiebere Nwolise,A5089467755,https://openalex.org/A5089467755,Chidiebere Nwolise,0.9,high,local:b4789f65ffe9b194,Implementation of RESTORE2 in Care Homes in England: A Mixed Methods Evaluation,2024.0,2024-01-01,Chidiebere Nwolise,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2008251,,,Journal of Long-Term Care,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
373,Chidiebere Nwolise,A5089467755,https://openalex.org/A5089467755,Chidiebere Nwolise,0.9,high,local:db4cb5a0aebb8c50,Implementation of RESTORE2 in Care Homes in England: A Mixed Methods Evaluation,2024.0,2024-01-01,Chidiebere Nwolise,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2008252,,,Journal of Long-Term Care,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
373,Chidiebere Nwolise,A5089467755,https://openalex.org/A5089467755,Chidiebere Nwolise,0.9,high,local:8692104df98e2cdd,Care planning interventions for care home residents: A scoping review,2023.0,2023-01-01,Chidiebere Nwolise,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1560088,,,Journal of Long-Term Care,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
373,Chidiebere Nwolise,A5089467755,https://openalex.org/A5089467755,Chidiebere Nwolise,0.9,high,local:f6a38790ce798b41,DS09 (P50) Exploring Unmet Needs and Attitudes to Skin Self-examination in melanoma survivors: EUNASS study,2023.0,2023-01-01,Chidiebere Nwolise,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Conference paper,0,,,,,https://www.ndph.ox.ac.uk/publications/1521477,,,BRITISH JOURNAL OF DERMATOLOGY,Conference paper,,,,,,,1,1,[],{},staff_recent_publications_json
373,Chidiebere Nwolise,A5089467755,https://openalex.org/A5089467755,Chidiebere Nwolise,0.9,high,local:36bf584c8a0c3bbc,Exploring unmet needs and attitudes to skin self-examination in melanoma survivors: EUNASS study,2023.0,2023-01-01,Chidiebere Nwolise,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Conference paper,0,,,,,https://www.ndph.ox.ac.uk/publications/1521478,,,BRITISH JOURNAL OF DERMATOLOGY,Conference paper,,,,,,,1,1,[],{},staff_recent_publications_json
377,Chibuzor Ogamba,A5084134825,https://openalex.org/A5084134825,Chibuzor Ogamba,0.9,high,local:3326a0d994563b34,Factors associated with health-related quality of life and financial toxicity among gynecological cancer patients in Southern Nigeria,2025.0,2025-01-01,Chibuzor Ogamba,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2263144,,,Scientific Reports,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
377,Chibuzor Ogamba,A5084134825,https://openalex.org/A5084134825,Chibuzor Ogamba,0.9,high,local:b41c8ef76f28db7d,Development and implementation of a 3d-HDR brachytherapy program for cervical cancer in a sub-Saharan African centre.,2024.0,2024-01-01,Chibuzor Ogamba,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2074763,,,Brachytherapy,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
377,Chibuzor Ogamba,A5084134825,https://openalex.org/A5084134825,Chibuzor Ogamba,0.9,high,local:8cb9a9d1c1f36b91,Identifying proteomic risk factors for cancer using prospective and exome analyses of 1463 circulating proteins and risk of 19 cancers in the UK Biobank.,2024.0,2024-01-01,Chibuzor Ogamba,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1996630,,,Nat Commun,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
377,Chibuzor Ogamba,A5084134825,https://openalex.org/A5084134825,Chibuzor Ogamba,0.9,high,local:40cd6851a6860aa1,"Perceptions of Nigerian medical students regarding their preparedness for precision medicine: a cross-sectional survey in Lagos, Nigeria.",2023.0,2023-01-01,Chibuzor Ogamba,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1570662,,,BMC Med Educ,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
377,Chibuzor Ogamba,A5084134825,https://openalex.org/A5084134825,Chibuzor Ogamba,0.9,high,local:184c0bba80df4aa9,"Preparedness of Nigerian Medical Students for an Era of Precision Medicine – A Cross-sectional Survey in Lagos, Nigeria.",2023.0,2023-01-01,Chibuzor Ogamba,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Preprint,0,,,,,https://www.ndph.ox.ac.uk/publications/1607179,,,,Preprint,,,,,,,1,1,[],{},staff_recent_publications_json
378,Emre Oguzman,A5107045806,https://openalex.org/A5107045806,Emre Oguzman,0.9,high,local:0abdffb98dd155ac,Cancer inequalities in the United Kingdom and the data used to measure them: a scoping review.,2025.0,2025-01-01,Emre Oguzman,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2093526,,,Lancet Reg Health Eur,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
378,Emre Oguzman,A5107045806,https://openalex.org/A5107045806,Emre Oguzman,0.9,high,local:ab9f8794cfa16395,Qualitative study of UK health and care professionals to determine resources and processes that can support actions to improve quality of data used to address and monitor health inequalities,2024.0,2024-01-01,Emre Oguzman,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2098089,,,BMJ Open,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
381,Wemimo Omiyale,A5034880165,https://openalex.org/A5034880165,Wemimo Omiyale,0.9,high,local:db80297f61b23569,Comparison of body composition measures assessed by bioelectrical impedance analysis versus dual-energy X-ray absorptiometry in the United Kingdom Biobank.,2024.0,2024-01-01,Wemimo Omiyale,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2011338,,,Clin Nutr ESPEN,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
381,Wemimo Omiyale,A5034880165,https://openalex.org/A5034880165,Wemimo Omiyale,0.9,high,local:48bbae0c045225a2,Waist-to-height ratio and body fat percentage as risk factors for ischemic cardiovascular disease: a prospective cohort study from UK Biobank.,2024.0,2024-01-01,Wemimo Omiyale,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1996474,,,Am J Clin Nutr,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
382,Tin Orešković,A5068841264,https://openalex.org/A5068841264,Tin Orešković,0.9,high,local:e89e7f6e9e3beaa7,Cytisine Versus Varenicline for Smoking Cessation in a Primary Care Setting: A Randomized Non-inferiority Trial.,2023.0,2023-01-01,Tin Orešković,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2079362,,,Nicotine Tob Res,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
382,Tin Orešković,A5068841264,https://openalex.org/A5068841264,Tin Orešković,0.9,high,local:4d66505a1b42c956,The predictive validity of a Brain Care Score for dementia and stroke: data from the UK Biobank cohort.,2023.0,2023-01-01,Tin Orešković,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1585900,,,Front Neurol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
382,Tin Orešković,A5068841264,https://openalex.org/A5068841264,Tin Orešković,0.9,high,local:1b4fccc88465b8a9,Violations of independence: ethnicity and COVID-19 in Brazil,2020.0,2020-01-01,Tin Orešković,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2079366,,,The Lancet Global Health,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
383,Hongchao Pan,A5101820011,https://openalex.org/A5101820011,Hongchao Pan,0.9,high,local:9f5412f61ac8b0fd,Anthracycline-containing and taxane-containing chemotherapy for early-stage operable breast cancer: a patient-level meta-analysis of 100 000 women from 86 randomised trials.,2023.0,2023-01-01,Hongchao Pan,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1326541,,,Lancet,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
383,Hongchao Pan,A5101820011,https://openalex.org/A5101820011,Hongchao Pan,0.9,high,local:97cc204406f7fe10,Remdesivir and three other drugs for hospitalised patients with COVID-19: final results of the WHO Solidarity randomised trial and updated meta-analyses,2022.0,2022-01-01,Hongchao Pan,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1326749,,,The Lancet,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
383,Hongchao Pan,A5101820011,https://openalex.org/A5101820011,Hongchao Pan,0.9,high,local:16db2ce7b150e5cd,Repurposed Antiviral Drugs for Covid-19 - Interim WHO Solidarity Trial Results.,2020.0,2020-01-01,Hongchao Pan,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1148299,,,N Engl J Med,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
383,Hongchao Pan,A5101820011,https://openalex.org/A5101820011,Hongchao Pan,0.9,high,local:4802d21a47ff3c24,Repurposed antiviral drugs for COVID-19 –interim WHO SOLIDARITY trial results,2020.0,2020-01-01,Hongchao Pan,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1145969,,,MedRxiv,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
383,Hongchao Pan,A5101820011,https://openalex.org/A5101820011,Hongchao Pan,0.9,high,local:7054b08a26b6a22c,Smoking and risk of Parkinson's disease: 65 year follow-up of the British Doctors study,2020.0,2020-01-01,Hongchao Pan,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1096846,,,Neurology,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
385,Keren Papier,A5090570599,https://openalex.org/A5090570599,Keren Papier,0.9,high,local:2b2514010d1d7471,Correction to: Methods and participant characteristics in the Cancer risk in vegetarians consortium: a cross-sectional analysis across 11 prospective studies.,2025.0,2025-01-01,Keren Papier,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2129704,,,BMC Public Health,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
385,Keren Papier,A5090570599,https://openalex.org/A5090570599,Keren Papier,0.9,high,local:2c25e8ff729d910d,Higher adherence to the EAT-Lancet reference diet is inversely associated with mortality in a UK population of cancer survivors.,2025.0,2025-01-01,Keren Papier,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2124457,,,BMC Med,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
385,Keren Papier,A5090570599,https://openalex.org/A5090570599,Keren Papier,0.9,high,local:47a8fcd0d39ac449,Sex differences in cancer incidence: prospective analyses in the UK Biobank.,2025.0,2025-01-01,Keren Papier,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2123279,,,Br J Cancer,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
385,Keren Papier,A5090570599,https://openalex.org/A5090570599,Keren Papier,0.9,high,local:919acd6244e09c63,"Whole diets, whole health.",2025.0,2025-01-01,Keren Papier,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2117637,,,Nat Med,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
385,Keren Papier,A5090570599,https://openalex.org/A5090570599,Keren Papier,0.9,high,local:614ed622dba9828e,"Amount and intensity of daily total physical activity, step count and risk of incident cancer in the UK Biobank.",2025.0,2025-01-01,Keren Papier,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2101867,,,Br J Sports Med,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
